row_id,system_tokens,user_tokens,total_tokens,sample_total_tokens,sample_avg_tokens,sample_max_tokens,sample_token_share_user,Sample1_tokens,Sample2_tokens,Sample3_tokens,Sample4_tokens,Sample5_tokens
339,68,6215,6283,5474,1094.8,1709,0.880772,1253,1709,832,672,1008
340,68,2626,2694,2134,426.8,455,0.812643,428,413,455,449,389
341,68,5555,5623,5054,1010.8,2025,0.909811,871,2025,758,858,542
342,68,4372,4440,3838,767.6,1154,0.877859,601,1154,670,692,721
343,68,11844,11912,10227,2045.4,2850,0.863475,2695,906,1756,2020,2850
344,68,7714,7782,6701,1340.2,2585,0.86868,763,1723,753,877,2585
345,68,9354,9422,7997,1599.4,2162,0.854928,1071,1055,2130,2162,1579
346,68,6162,6230,5595,1119.0,1884,0.907984,654,1884,1211,810,1036
347,68,4823,4891,4205,841.0,1044,0.871864,1044,775,773,774,839
348,68,5101,5169,4545,909.0,1169,0.891002,1169,838,833,852,853
349,68,11734,11802,10009,2001.8,5508,0.852991,5508,1121,1069,1152,1159
350,68,8995,9063,8441,1688.2,2087,0.93841,1940,2040,1739,635,2087
351,68,5079,5147,4501,900.2,1514,0.886198,803,614,756,814,1514
352,68,6453,6521,5933,1186.6,1930,0.919417,689,721,1930,1835,758
353,68,4083,4151,3508,701.6,1517,0.859172,1517,416,456,643,476
354,68,5808,5876,4048,809.6,1176,0.69697,1176,643,1000,637,592
355,68,2738,2806,2286,457.2,461,0.834916,457,457,457,454,461
356,68,2650,2718,2178,435.6,638,0.821887,319,321,312,588,638
357,68,7323,7391,6790,1358.0,4114,0.927216,657,712,659,648,4114
358,68,11529,11597,9927,1985.4,2480,0.861046,2480,1915,1968,2013,1551
359,68,5217,5285,4284,856.8,1172,0.821162,757,668,1172,680,1007
360,68,12951,13019,11107,2221.4,2925,0.857617,1928,1530,2239,2925,2485
361,68,4887,4955,4201,840.2,1371,0.859628,801,1371,680,793,556
362,68,6798,6866,5599,1119.8,1951,0.823625,712,1387,1951,671,878
363,68,7226,7294,6792,1358.4,1798,0.939939,1163,1519,1798,1551,761
364,68,6732,6800,6210,1242.0,3226,0.92246,786,786,3226,826,586
365,68,11274,11342,7981,1596.2,2237,0.707912,837,2237,1715,1257,1935
366,68,9177,9245,6190,1238.0,1884,0.674512,1827,669,1211,599,1884
367,68,4103,4171,3659,731.8,1578,0.891786,456,416,566,643,1578
368,68,6385,6453,5605,1121.0,1758,0.877839,850,948,643,1758,1406
369,68,4064,4132,3429,685.8,1151,0.84375,614,557,1151,506,601
370,68,6390,6458,5613,1122.6,1509,0.878404,572,910,1274,1348,1509
371,68,6365,6433,5780,1156.0,1830,0.908091,1381,509,655,1830,1405
372,68,7855,7923,7141,1428.2,2651,0.909102,1185,1056,2651,1164,1085
373,68,6671,6739,5710,1142.0,1366,0.855944,1287,1244,1069,1366,744
374,68,7349,7417,5984,1196.8,1496,0.81426,1496,838,845,1328,1477
375,68,18120,18188,16788,3357.6,5974,0.92649,5974,2944,3285,3385,1200
376,68,4012,4080,3536,707.2,1062,0.881356,610,627,627,610,1062
377,68,5255,5323,4772,954.4,1778,0.908088,481,618,682,1213,1778
378,68,8433,8501,7576,1515.2,2694,0.898375,729,1778,618,1757,2694
379,68,4496,4564,3767,753.4,1023,0.837856,702,1023,732,655,655
380,68,5789,5857,5239,1047.8,1196,0.904992,1060,1062,1196,987,934
381,68,9522,9590,8387,1677.4,2616,0.880802,2616,1469,1338,1260,1704
382,68,5371,5439,4772,954.4,1180,0.888475,1180,835,976,956,825
383,68,5836,5904,5304,1060.8,1097,0.908842,1059,1033,1060,1097,1055
384,68,7887,7955,6849,1369.8,2342,0.868391,774,958,1173,1602,2342
385,68,20048,20116,16276,3255.2,4560,0.811852,4152,1715,1705,4144,4560
386,68,15220,15288,10975,2195.0,3488,0.721091,2284,1303,754,3146,3488
387,68,4734,4802,4240,848.0,1176,0.895649,513,928,667,1176,956
388,68,15030,15098,11851,2370.2,5204,0.78849,698,5204,1243,3488,1218
389,68,15923,15991,14153,2830.6,3518,0.88884,2930,3145,3518,1805,2755
390,68,15417,15485,14414,2882.8,5974,0.934942,1082,849,5974,3224,3285
391,68,8421,8489,5982,1196.4,1528,0.710367,1285,919,1042,1208,1528
392,68,6006,6074,5420,1084.0,1368,0.902431,1017,1144,1028,1368,863
393,68,5835,5903,5152,1030.4,1435,0.882948,715,653,1221,1128,1435
394,68,3527,3595,2999,599.8,722,0.850298,435,475,667,722,700
395,68,10992,11060,10063,2012.6,3209,0.915484,1171,1278,1681,3209,2724
396,68,5388,5456,4764,952.8,1188,0.884187,889,873,873,941,1188
397,68,6703,6771,6045,1209.0,2029,0.901835,1965,672,718,661,2029
398,68,5430,5498,4823,964.6,1129,0.888214,855,946,976,1129,917
399,68,7796,7864,6973,1394.6,3062,0.894433,3062,717,1326,940,928
400,68,7548,7616,6787,1357.4,2475,0.899179,538,1218,1520,2475,1036
401,68,6440,6508,5919,1183.8,1216,0.919099,1216,1198,1164,1168,1173
402,68,2809,2877,2334,466.8,471,0.830901,469,471,454,469,471
403,68,8717,8785,7830,1566.0,1903,0.898245,1198,1903,1344,1547,1838
404,68,7256,7324,6601,1320.2,1706,0.90973,921,1511,1706,1665,798
405,68,10226,10294,9459,1891.8,2430,0.924995,2259,1409,2430,2404,957
406,68,7294,7362,6237,1247.4,1819,0.855086,1274,1173,986,985,1819
407,68,20933,21001,18993,3798.6,7296,0.907323,2239,7296,4923,1610,2925
408,68,66269,66337,65838,13167.6,13491,0.993496,12991,13114,13101,13141,13491
409,68,3184,3252,2709,541.8,605,0.850817,558,605,522,491,533
410,68,7303,7371,6703,1340.6,1471,0.917842,1466,1471,1028,1435,1303
411,68,8423,8491,7328,1465.6,1699,0.869999,1699,1645,1367,1366,1251
412,68,9346,9414,8207,1641.4,2170,0.87813,1883,816,1845,1493,2170
413,68,8191,8259,7442,1488.4,2949,0.908558,922,784,1927,2949,860
414,68,7060,7128,6191,1238.2,1262,0.876912,1227,1225,1240,1262,1237
415,68,6369,6437,5485,1097.0,1960,0.861203,1960,734,1014,708,1069
416,68,5554,5622,4793,958.6,1393,0.862982,475,1099,1393,962,864
417,68,11359,11427,10844,2168.8,6396,0.954662,598,981,1817,6396,1052
418,68,11763,11831,10768,2153.6,3146,0.915413,1329,2583,2717,993,3146
419,68,8048,8116,6805,1361.0,2104,0.845552,1201,1081,1539,2104,880
420,68,3984,4052,3434,686.8,706,0.861948,665,661,706,699,703
421,68,5346,5414,4290,858.0,1264,0.802469,819,1264,474,691,1042
422,68,5470,5538,4947,989.4,1314,0.904388,739,898,955,1314,1041
423,68,9904,9972,7991,1598.2,2618,0.806846,1390,1536,1471,976,2618
424,68,13791,13859,12649,2529.8,7870,0.917192,664,740,1935,1440,7870
425,68,4063,4131,2946,589.2,736,0.72508,631,477,736,581,521
426,68,3988,4056,3419,683.8,746,0.857322,677,746,662,672,662
427,68,5046,5114,4261,852.2,1106,0.844431,1106,853,852,667,783
428,68,4894,4962,4371,874.2,1629,0.893134,683,683,688,688,1629
429,68,5904,5972,5189,1037.8,1209,0.878896,1002,1209,874,1005,1099
430,68,3776,3844,3302,660.4,1035,0.87447,546,532,435,754,1035
431,68,5999,6067,5560,1112.0,1738,0.926821,1406,1433,1738,550,433
432,68,6092,6160,5593,1118.6,1351,0.918089,1351,893,922,1191,1236
433,68,6374,6442,5737,1147.4,1368,0.900063,1017,1144,1028,1368,1180
434,68,4233,4301,3391,678.2,1173,0.801087,1173,476,416,683,643
435,68,13482,13550,12866,2573.2,5220,0.954309,2506,5220,1816,2057,1267
436,68,9804,9872,4770,954.0,1431,0.486536,1431,1360,610,606,763
437,68,7616,7684,6683,1336.6,2359,0.877495,1092,2359,921,1050,1261
438,68,7500,7568,6226,1245.2,2986,0.830133,929,1133,2986,572,606
439,68,3483,3551,3043,608.6,733,0.873672,495,554,604,657,733
440,68,9088,9156,8045,1609.0,1714,0.885233,1695,1681,1614,1714,1341
441,68,5918,5986,4727,945.4,1379,0.79875,1162,791,789,1379,606
442,68,10209,10277,9303,1860.6,2966,0.911255,1767,2966,1519,1505,1546
443,68,6370,6438,5436,1087.2,1304,0.853375,858,1156,1304,1082,1036
444,68,4802,4870,3019,603.8,736,0.628696,631,477,736,594,581
445,68,7691,7759,6709,1341.8,1960,0.872318,1677,1960,1059,1041,972
446,68,4885,4953,4149,829.8,1241,0.849335,849,849,709,1241,501
447,68,5942,6010,5027,1005.4,1530,0.846011,783,1250,797,667,1530
448,68,5293,5361,4677,935.4,1166,0.88362,659,1158,558,1136,1166
449,68,5574,5642,4917,983.4,1240,0.882131,1240,1014,811,1048,804
450,68,5897,5965,5344,1068.8,1518,0.906224,952,931,905,1518,1038
451,68,4986,5054,4258,851.6,1169,0.853991,803,879,879,528,1169
452,68,3906,3974,3326,665.2,939,0.85151,586,604,939,557,640
453,68,8526,8594,7917,1583.4,2000,0.928571,1053,1848,2000,1678,1338
454,68,5840,5908,5211,1042.2,1209,0.892295,1096,1209,1099,909,898
455,68,10380,10448,8580,1716.0,2570,0.82659,2570,899,2435,1399,1277
456,68,11382,11450,10562,2112.4,3460,0.927956,800,3381,3460,713,2208
457,68,10443,10511,8890,1778.0,3145,0.851288,1586,1411,1440,1308,3145
458,68,3826,3894,3342,668.4,764,0.873497,613,633,575,757,764
459,68,9892,9960,8945,1789.0,2619,0.904266,2495,2619,2288,878,665
460,68,8140,8208,6895,1379.0,1616,0.847052,1616,1172,1451,1329,1327
461,68,7960,8028,7066,1413.2,1750,0.887688,1750,1719,1319,1144,1134
462,68,9112,9180,8215,1643.0,2291,0.901558,1189,1507,1662,2291,1566
463,68,6593,6661,5975,1195.0,1638,0.906264,1099,1116,1221,901,1638
464,68,3161,3229,2682,536.4,554,0.848466,514,523,542,549,554
465,68,10017,10085,9166,1833.2,2883,0.915044,2618,1115,2883,1708,842
466,68,6414,6482,5688,1137.6,3044,0.88681,669,650,3044,607,718
467,68,10477,10545,7035,1407.0,2148,0.671471,1429,1251,957,1250,2148
468,68,7521,7589,6619,1323.8,2367,0.880069,1100,1092,2367,1423,637
469,68,8614,8682,7166,1433.2,1996,0.831902,795,1923,1996,1100,1352
470,68,4137,4205,3694,738.8,1148,0.892918,803,435,850,458,1148
471,68,5695,5763,4718,943.6,1453,0.828446,822,1453,764,922,757
472,68,4721,4789,4171,834.2,1060,0.883499,1060,1051,1018,499,543
473,68,11250,11318,9475,1895.0,2441,0.842222,2064,2168,1542,2441,1260
474,68,4323,4391,3855,771.0,1287,0.891742,555,577,614,1287,822
475,68,3880,3948,3344,668.8,746,0.861856,672,662,662,746,602
476,68,9363,9431,8275,1655.0,2351,0.883798,1739,2351,1788,1685,712
477,68,6410,6478,5562,1112.4,1455,0.867707,729,1364,1455,1430,584
478,68,4658,4726,4034,806.8,1638,0.866037,686,585,633,492,1638
479,68,7712,7780,6864,1372.8,2024,0.890041,1050,1698,1127,2024,965
480,68,15546,15614,14966,2993.2,6953,0.962691,1646,3075,6953,1218,2074
481,68,12613,12681,11029,2205.8,2733,0.874415,1625,2644,2733,2534,1493
482,68,5330,5398,4534,906.8,1697,0.850657,640,939,1697,604,654
483,68,6453,6521,5780,1156.0,1960,0.895707,870,847,1066,1960,1037
484,68,4906,4974,4196,839.2,1023,0.855279,942,711,825,695,1023
485,68,10807,10875,10134,2026.8,3285,0.937726,3208,3285,1300,1082,1259
486,68,7400,7468,6126,1225.2,1929,0.827838,1005,658,1396,1138,1929
487,68,6642,6710,5766,1153.2,1686,0.868112,818,1686,893,787,1582
488,68,9313,9381,8809,1761.8,3316,0.945882,665,2143,1686,999,3316
489,68,7735,7803,7097,1419.4,2168,0.917518,2168,1036,1857,1261,775
490,68,16256,16324,14401,2880.2,3985,0.885888,2473,2638,3401,3985,1904
491,68,8584,8652,6974,1394.8,2258,0.812442,1777,2258,1252,933,754
492,68,3561,3629,2847,569.4,663,0.799495,548,549,626,663,461
493,68,9832,9900,9079,1815.8,5175,0.923413,726,1199,1257,5175,722
494,68,19893,19961,19162,3832.4,4025,0.963253,3670,4025,3900,3637,3930
495,68,5120,5188,4239,847.8,1030,0.82793,1026,1030,727,729,727
496,68,8071,8139,6767,1353.4,1714,0.838434,1093,665,1681,1614,1714
497,68,5112,5180,4428,885.6,1390,0.866197,671,685,1064,618,1390
498,68,18977,19045,15708,3141.6,6380,0.827739,3243,2825,1717,6380,1543
499,68,13896,13964,13269,2653.8,5220,0.954879,2506,5220,1816,2057,1670
500,68,5939,6007,5374,1074.8,2119,0.904866,693,600,946,2119,1016
501,68,6840,6908,5914,1182.8,1243,0.86462,1243,1182,1143,1206,1140
502,68,5514,5582,4851,970.2,1029,0.879761,1029,961,959,955,947
503,68,11139,11207,10013,2002.6,3689,0.898914,3689,2321,1034,1863,1106
504,68,3111,3179,2618,523.6,564,0.84153,564,513,516,513,512
505,68,5260,5328,4599,919.8,1115,0.874335,873,925,759,1115,927
506,68,14794,14862,13163,2632.6,3298,0.889753,3298,1749,2446,3287,2383
507,68,6137,6205,5177,1035.4,1558,0.843572,917,854,767,1558,1081
508,68,6917,6985,5955,1191.0,1645,0.860922,902,1039,1336,1033,1645
509,68,6100,6168,5648,1129.6,1410,0.925902,1410,1333,774,816,1315
510,68,11724,11792,10902,2180.4,3041,0.929887,2410,1563,3041,2061,1827
511,68,9439,9507,8939,1787.8,4144,0.947028,520,817,1928,1530,4144
512,68,12836,12904,8818,1763.6,3580,0.686974,2639,898,811,3580,890
513,68,9080,9148,8260,1652.0,2410,0.909692,1563,1389,1379,1519,2410
514,68,11099,11167,10085,2017.0,3148,0.90864,1630,1082,3148,2853,1372
515,68,7293,7361,6717,1343.4,1569,0.92102,1233,1248,1231,1436,1569
516,68,9382,9450,7997,1599.4,3488,0.852377,1609,3488,797,791,1312
517,68,7799,7867,6592,1318.4,2590,0.845237,1368,923,1032,2590,679
518,68,5081,5149,4509,901.8,1034,0.887424,669,919,1034,866,1021
519,68,5514,5582,4873,974.6,1293,0.88375,695,734,1090,1293,1061
520,68,7036,7104,5104,1020.8,1503,0.725412,1431,665,850,655,1503
521,68,8147,8215,7256,1451.2,2132,0.890635,805,1977,910,2132,1432
522,68,7076,7144,6399,1279.8,1553,0.904324,1347,1317,1299,1553,883
523,68,14872,14940,12033,2406.6,3585,0.809104,2622,2596,3585,2560,670
524,68,4022,4090,3434,686.8,706,0.853804,699,706,665,703,661
525,68,19662,19730,16660,3332.0,6953,0.84732,2074,1218,6953,3340,3075
526,68,8784,8852,7057,1411.4,2025,0.803393,1757,1778,618,2025,879
527,68,7315,7383,5290,1058.0,1153,0.723172,1153,1150,1130,1141,716
528,68,10958,11026,9245,1849.0,3689,0.843676,3689,2791,981,995,789
529,68,3857,3925,3324,664.8,686,0.86181,685,686,645,638,670
530,68,6808,6876,4334,866.8,1594,0.636604,846,696,1594,751,447
531,68,4234,4302,3536,707.2,1232,0.835144,610,620,540,534,1232
532,68,11866,11934,10395,2079.0,4680,0.876032,1428,4680,1865,1323,1099
533,68,4946,5014,4477,895.4,1055,0.905176,695,1031,1055,854,842
534,68,23171,23239,18477,3695.4,4604,0.797419,4604,4402,3044,1923,4504
535,68,7864,7932,7207,1441.4,2178,0.916455,919,1295,1365,2178,1450
536,68,3930,3998,3366,673.2,884,0.856489,884,878,667,468,469
537,68,9393,9461,8724,1744.8,2140,0.928777,1574,1732,2140,1519,1759
538,68,6558,6626,5930,1186.0,2103,0.904239,1125,2103,917,655,1130
539,68,6507,6575,5590,1118.0,1909,0.859075,804,863,1130,884,1909
540,68,6820,6888,6163,1232.6,2074,0.903666,2074,1132,721,755,1481
541,68,10489,10557,7204,1440.8,1721,0.686815,1091,1348,1327,1721,1717
542,68,5658,5726,5042,1008.4,1766,0.891128,897,914,702,1766,763
543,68,67690,67758,66453,13290.6,13491,0.981726,13360,13360,13141,13491,13101
544,68,4548,4616,4111,822.2,1198,0.903914,669,1198,1068,697,479
545,68,8489,8557,7713,1542.6,2284,0.908588,2284,1099,1638,1259,1433
546,68,7192,7260,5889,1177.8,1592,0.818826,1397,933,1112,1592,855
547,68,9088,9156,8293,1658.6,1950,0.912522,1729,1679,1950,1472,1463
548,68,9644,9712,8543,1708.6,3475,0.885836,1092,1133,883,1960,3475
549,68,6855,6923,6029,1205.8,2056,0.879504,1400,2056,895,992,686
550,68,8506,8574,7865,1573.0,3488,0.924641,698,3488,1128,1308,1243
551,68,14925,14993,12842,2568.4,3755,0.860436,1846,2065,3138,2038,3755
552,68,8503,8571,7343,1468.6,1681,0.863578,1426,1681,1387,1436,1413
553,68,7834,7902,7260,1452.0,2846,0.92673,717,614,2079,1004,2846
554,68,9858,9926,9296,1859.2,3948,0.94299,3948,1891,1302,779,1376
555,68,5060,5128,4386,877.2,1044,0.866798,1044,774,773,956,839
556,68,9246,9314,8679,1735.8,2370,0.938676,1008,2277,1017,2007,2370
557,68,17358,17426,16488,3297.6,5110,0.949879,5110,2579,1370,4868,2561
558,68,8649,8717,5848,1169.6,1332,0.676148,957,996,1291,1332,1272
559,68,8826,8894,8193,1638.6,4105,0.92828,1091,919,1051,1027,4105
560,68,5613,5681,4675,935.0,1152,0.832888,963,791,1022,1152,747
561,68,11164,11232,10304,2060.8,2856,0.922967,1397,2086,2102,1863,2856
562,68,7159,7227,5830,1166.0,2221,0.81436,2221,810,827,1312,660
563,68,3865,3933,3273,654.6,903,0.846831,585,570,638,577,903
564,68,6369,6437,4989,997.8,1389,0.783325,1389,1052,696,690,1162
565,68,12333,12401,11250,2250.0,4293,0.912187,1845,1601,1717,1794,4293
566,68,5744,5812,4604,920.8,1083,0.801532,850,805,1083,1023,843
567,68,4280,4348,3657,731.4,1072,0.854439,1072,795,600,589,601
568,68,7643,7711,6895,1379.0,2103,0.902133,2103,881,1616,888,1407
569,68,7365,7433,6330,1266.0,1623,0.85947,1028,949,1492,1623,1238
570,68,7291,7359,6754,1350.8,1547,0.926348,1383,1547,966,1342,1516
571,68,13653,13721,12429,2485.8,4416,0.910349,4416,1001,566,4315,2131
572,68,9077,9145,7939,1587.8,3165,0.874628,3165,679,679,1714,1702
573,68,8392,8460,7154,1430.8,1884,0.852479,1300,1202,1884,1241,1527
574,68,7464,7532,6911,1382.2,2416,0.925911,2416,729,1830,768,1168
575,68,7376,7444,6516,1303.2,2513,0.883406,1111,1112,1103,2513,677
576,68,7795,7863,6362,1272.4,2194,0.816164,1365,855,2194,1065,883
577,68,14951,15019,12558,2511.6,5350,0.839944,1334,2650,1693,1531,5350
578,68,7792,7860,7195,1439.0,1919,0.923383,1399,1078,1919,1701,1098
579,68,5471,5539,4792,958.4,1443,0.875891,613,602,838,1296,1443
580,68,6167,6235,5391,1078.2,1654,0.874169,1518,625,499,1095,1654
581,68,9695,9763,8515,1703.0,2288,0.878288,2288,1663,1642,1461,1461
582,68,6356,6424,5775,1155.0,1314,0.90859,1193,1314,917,1129,1222
583,68,7416,7484,6644,1328.8,1703,0.895901,1251,1423,914,1353,1703
584,68,6243,6311,5705,1141.0,2173,0.913823,2173,970,765,760,1037
585,68,6980,7048,6147,1229.4,1846,0.880659,792,1846,1281,1143,1085
586,68,3965,4033,3096,619.2,758,0.780832,691,556,401,758,690
587,68,9114,9182,6516,1303.2,2338,0.714944,657,934,1547,2338,1040
588,68,12558,12626,11036,2207.2,4591,0.878802,4262,655,4591,850,678
589,68,5310,5378,4693,938.6,998,0.883804,929,998,946,911,909
590,68,8428,8496,7392,1478.4,1929,0.877076,1396,1138,1924,1929,1005
591,68,4395,4463,3780,756.0,837,0.860068,721,778,837,741,703
592,68,9362,9430,8501,1700.2,2932,0.908032,2932,1252,2258,844,1215
593,68,3271,3339,2771,554.2,569,0.847142,548,552,541,569,561
594,68,7314,7382,5893,1178.6,2025,0.805715,1332,807,858,871,2025
595,68,6043,6111,5315,1063.0,1209,0.87953,1209,1096,1002,909,1099
596,68,5856,5924,5297,1059.4,1688,0.904542,1355,1688,843,713,698
597,68,3866,3934,3317,663.4,697,0.857993,627,633,669,697,691
598,68,5888,5956,5004,1000.8,1453,0.849864,822,764,757,1453,1208
599,68,5345,5413,4612,922.4,1399,0.862862,680,729,1399,679,1125
600,68,6289,6357,5607,1121.4,1350,0.891557,1281,776,1143,1350,1057
601,68,8937,9005,8295,1659.0,3321,0.928164,3321,964,1897,1385,728
602,68,8113,8181,6552,1310.4,1852,0.807593,723,1441,1731,805,1852
603,68,7217,7285,6422,1284.4,2210,0.889843,2210,1361,813,679,1359
604,68,4563,4631,4089,817.8,1199,0.896121,514,542,955,879,1199
605,68,8665,8733,8069,1613.8,3948,0.931218,1066,3948,655,1218,1182
606,68,5442,5510,4970,994.0,1417,0.913267,639,563,1343,1008,1417
607,68,9614,9682,8614,1722.8,2085,0.895985,1821,1730,2085,1992,986
608,68,9690,9758,7611,1522.2,3126,0.785449,2076,3126,638,854,917
609,68,10561,10629,9895,1979.0,4164,0.936938,850,655,4164,1102,3124
610,68,6703,6771,5090,1018.0,1824,0.759361,1824,705,658,968,935
611,68,6818,6886,6061,1212.2,1581,0.88897,717,1374,1370,1581,1019
612,68,9010,9078,7864,1572.8,3556,0.872808,1179,1103,1044,982,3556
613,68,9454,9522,9001,1800.2,2116,0.952084,1755,2116,1910,1878,1342
614,68,6075,6143,5376,1075.2,1703,0.884938,668,1703,1368,620,1017
615,68,9429,9497,8052,1610.4,2570,0.853961,1722,2570,1168,1144,1448
616,68,6416,6484,5355,1071.0,1379,0.834632,1162,789,791,1379,1234
617,68,6654,6722,5883,1176.6,1344,0.88413,1142,1177,957,1263,1344
618,68,15937,16005,13538,2707.6,8253,0.84947,1343,2026,1158,8253,758
619,68,4683,4751,4184,836.8,2104,0.893444,455,481,740,404,2104
620,68,6701,6769,5940,1188.0,1522,0.886435,985,986,1173,1274,1522
621,68,8680,8748,7969,1593.8,2060,0.918088,1921,1663,1022,1303,2060
622,68,5176,5244,4711,942.2,1343,0.910162,639,563,1343,1008,1158
623,68,20288,20356,13609,2721.8,6666,0.670791,1923,6666,1340,2130,1550
624,68,8420,8488,7769,1553.8,4207,0.922684,650,953,670,1289,4207
625,68,5946,6014,5466,1093.2,1329,0.919273,1053,1329,1327,803,954
626,68,5026,5094,4371,874.2,1357,0.869678,625,854,703,832,1357
627,68,6375,6443,5498,1099.6,1364,0.862431,1294,1037,1093,710,1364
628,68,8883,8951,7941,1588.2,2908,0.893955,2908,931,837,826,2439
629,68,7964,8032,6889,1377.8,1900,0.865018,1828,1138,1044,1900,979
630,68,7385,7453,6018,1203.6,1737,0.814895,1087,1127,1141,926,1737
631,68,5899,5967,5284,1056.8,2404,0.895745,751,623,2404,926,580
632,68,5788,5856,4675,935.0,1152,0.807706,791,1152,1022,963,747
633,68,10856,10924,8320,1664.0,2272,0.766396,2272,1887,2094,1028,1039
634,68,7207,7275,6703,1340.6,2728,0.930068,1034,556,1593,2728,792
635,68,6799,6867,6156,1231.2,1776,0.905427,1776,803,1653,903,1021
636,68,3911,3979,3457,691.4,1066,0.883917,1066,1065,491,420,415
637,68,7184,7252,6479,1295.8,1687,0.901865,1687,1687,1281,681,1143
638,68,6361,6429,5632,1126.4,1631,0.885395,1018,931,1631,1301,751
639,68,6518,6586,5552,1110.4,2103,0.851795,947,559,536,2103,1407
640,68,4487,4555,3876,775.2,800,0.863829,781,796,800,760,739
641,68,4041,4109,3536,707.2,1062,0.875031,627,627,610,610,1062
642,68,6222,6290,5415,1083.0,1928,0.870299,817,520,1928,1530,620
643,68,6560,6628,5078,1015.6,1372,0.774085,1255,618,937,1372,896
644,68,5949,6017,5154,1030.8,1436,0.866364,974,1436,999,940,805
645,68,4647,4715,4142,828.4,983,0.891328,681,643,901,983,934
646,68,7118,7186,6158,1231.6,2161,0.865131,951,942,1306,798,2161
647,68,6979,7047,6470,1294.0,3152,0.927067,1123,604,3152,677,914
648,68,4735,4803,4165,833.0,1827,0.87962,1827,574,574,595,595
649,68,5886,5954,5313,1062.6,1814,0.90265,759,871,980,889,1814
650,68,6075,6143,5342,1068.4,1909,0.879342,798,1909,954,796,885
651,68,11958,12026,10046,2009.2,4453,0.840107,1443,1192,4453,826,2132
652,68,7438,7506,6600,1320.0,1963,0.887335,1963,1266,1380,1262,729
653,68,6260,6328,4662,932.4,1125,0.744728,903,1125,854,677,1103
654,68,7027,7095,6387,1277.4,2054,0.908923,2054,1055,883,1104,1291
655,68,10522,10590,9186,1837.2,3148,0.873028,3148,1458,1433,1775,1372
656,68,4263,4331,3725,745.0,830,0.873798,638,707,830,755,795
657,68,5460,5528,4595,919.0,1004,0.841575,949,892,915,1004,835
658,68,5000,5068,4489,897.8,1865,0.8978,668,549,1865,700,707
659,68,2556,2624,2050,410.0,453,0.802034,337,453,439,424,397
660,68,5404,5472,3616,723.2,808,0.669134,686,670,707,808,745
661,68,9490,9558,7907,1581.4,2683,0.833193,1956,962,1095,2683,1211
662,68,8530,8598,6749,1349.8,2088,0.791208,872,905,1237,2088,1647
663,68,5488,5556,4794,958.8,1259,0.873542,1125,558,1259,642,1210
664,68,6574,6642,5593,1118.6,1351,0.850776,1351,1191,922,1236,893
665,68,17102,17170,14114,2822.8,4450,0.825284,3093,4450,2290,2229,2052
666,68,8304,8372,7268,1453.6,2457,0.875241,2457,2146,1407,633,625
667,68,18507,18575,12990,2598.0,6040,0.701897,1512,6040,943,2986,1509
668,68,10132,10200,8199,1639.8,2910,0.809218,1532,1169,883,1705,2910
669,68,3732,3800,3247,649.4,692,0.870043,670,610,692,684,591
670,68,3499,3567,2986,597.2,665,0.853387,546,599,584,592,665
671,68,8545,8613,7793,1558.6,2226,0.911995,882,2226,1896,1392,1397
672,68,20134,20202,14091,2818.2,5505,0.699861,937,5505,5001,1588,1060
673,68,3196,3264,2634,526.8,614,0.824155,557,506,484,473,614
674,68,4989,5057,4474,894.8,1019,0.896773,761,726,1019,986,982
675,68,5191,5259,4649,929.8,941,0.895589,885,941,941,941,941
676,68,6294,6362,5576,1115.2,1501,0.885923,1501,923,923,913,1316
677,68,7929,7997,6685,1337.0,1909,0.843108,1055,1060,1909,1603,1058
678,68,11938,12006,11079,2215.8,3208,0.928045,1200,2446,2383,1842,3208
679,68,6519,6587,6059,1211.8,2277,0.929437,1105,934,1008,735,2277
680,68,8186,8254,7698,1539.6,3351,0.940386,951,1709,1044,643,3351
681,68,5590,5658,4758,951.6,1747,0.851163,1130,655,638,588,1747
682,68,8325,8393,6839,1367.8,2365,0.821502,600,1344,1263,1267,2365
683,68,5988,6056,5452,1090.4,1709,0.910488,1044,1709,951,952,796
684,68,6375,6443,5232,1046.4,1574,0.820706,992,778,1395,493,1574
685,68,9446,9514,8503,1700.6,3682,0.900169,3682,2078,961,961,821
686,68,3060,3128,2604,520.8,560,0.85098,458,514,523,549,560
687,68,8889,8957,7890,1578.0,1759,0.887614,1127,1732,1698,1759,1574
688,68,7602,7670,6278,1255.6,2025,0.825835,1142,1382,871,2025,858
689,68,4481,4549,3974,794.8,1238,0.886856,541,849,681,665,1238
690,68,10508,10576,9494,1898.8,2542,0.903502,1196,1654,1644,2458,2542
691,68,11007,11075,9097,1819.4,2133,0.826474,1503,1731,2133,1821,1909
692,68,14863,14931,11496,2299.2,3964,0.773464,3607,2204,868,853,3964
693,68,5279,5347,4819,963.8,1164,0.912862,1164,1164,1164,536,791
694,68,6140,6208,5345,1069.0,1526,0.870521,925,1526,1060,972,862
695,68,13045,13113,11570,2314.0,4353,0.88693,935,4353,1875,919,3488
696,68,17147,17215,15730,3146.0,7679,0.917362,1034,7679,3892,1853,1272
697,68,22126,22194,20849,4169.8,7226,0.942285,2122,5345,4606,7226,1550
698,68,5031,5099,4483,896.6,1505,0.891075,1505,546,863,718,851
699,68,7583,7651,6810,1362.0,1842,0.898061,1773,831,1410,1842,954
