N,total_min,total_max,total_mean,total_median,total_std,p10,p25,p75,p90,sample_total_mean,sample_total_median,sample_total_min,sample_total_max,sample_share_user_mean
1208,2505,68666,8245.762417218542,7287.5,5231.246360209431,4302.7,5644.25,9498.5,12420.6,7121.557947019867,6249.0,2001,68073,0.8666813120860928
